Detect OK Use time,Enable GPS Module OK Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS Use time,Defective_Pred,Proba_0,Proba_1,Task
1476.67,0.61,120.0,38.0,38.0,37.0,38.0,27.0,38.0,39.0,39.0,120.79,1.0,0.09389986618076518,0.9061001338192348,Defective
898.0889999999999,3.55,30.0,34.0,38.0,38.0,34.0,35.0,38.0,38.0,38.0,88.17,0.0,0.7558059800993634,0.24419401990063658,Not Defective
169.197,0.61,33.0,36.0,36.0,36.0,36.0,39.0,29.0,39.0,29.0,33.27,0.0,0.7564532414056819,0.24354675859431804,Not Defective
259.882,0.61,31.0,36.0,36.0,36.0,36.0,40.0,41.0,40.0,41.0,31.97,0.0,0.7564532413741292,0.24354675862587088,Not Defective
612.137,3.58,33.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,58.95,0.0,0.7564532415755734,0.24354675842442666,Not Defective
2796.9559999999997,3.58,33.0,41.0,41.0,29.0,41.0,41.0,30.0,41.0,29.0,92.141,0.0,0.7544975238938314,0.24550247610616865,Not Defective
1275.162,3.58,34.0,38.0,38.0,29.0,38.0,36.0,37.0,36.0,28.0,96.23,0.0,0.7541962468142991,0.24580375318570097,Not Defective
1121.027,0.61,39.0,37.0,37.0,28.0,36.0,36.0,37.0,36.0,28.0,97.61,0.0,0.75300580765746,0.2469941923425401,Not Defective
947.775,0.61,117.0,40.0,40.0,29.0,39.0,40.0,40.0,39.0,40.0,120.59,1.0,0.09391012474714189,0.9060898752528581,Defective
627.173,3.58,57.0,40.0,40.0,29.0,39.0,40.0,40.0,39.0,40.0,82.221,0.0,0.7564522655331648,0.2435477344668352,Not Defective
4695.845,3.58,37.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,44.53,0.0,0.754513875638169,0.24548612436183107,Not Defective
769.4169999999999,0.61,120.0,40.0,40.0,29.0,39.0,40.0,40.0,39.0,40.0,120.51,1.0,0.09448884337014885,0.9055111566298512,Defective
521.139,3.58,36.0,40.0,40.0,29.0,39.0,40.0,40.0,39.0,40.0,38.89,0.0,0.756453240093196,0.243546759906804,Not Defective
1963.487,3.55,119.0,38.0,38.0,29.0,38.0,36.0,37.0,36.0,28.0,120.39,1.0,0.09389975645926585,0.9061002435407342,Defective
4556.19,0.61,38.0,40.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,69.49,0.0,0.7545075472253275,0.24549245277467246,Not Defective
4444.182,3.58,30.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,32.22,0.0,0.7545205896052052,0.24547941039479482,Not Defective
4350.17,3.58,35.0,41.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,37.65,0.0,0.7545203059055579,0.2454796940944421,Not Defective
4247.39,3.58,35.0,41.0,42.0,42.0,41.0,41.0,41.0,41.0,41.0,37.77,0.0,0.7545204488041986,0.24547955119580145,Not Defective
4132.043,3.58,34.0,40.0,40.0,29.0,39.0,40.0,40.0,40.0,40.0,36.74,0.0,0.7544785903587862,0.24552140964121386,Not Defective
1774.94,0.61,24.0,40.0,40.0,40.0,40.0,39.0,40.0,27.0,28.0,83.09,0.0,0.7544328298369867,0.24556717016301338,Not Defective
4044.3540000000003,3.58,35.0,42.0,42.0,42.0,42.0,41.0,42.0,41.0,41.0,37.62,0.0,0.7545205938799019,0.24547940612009814,Not Defective
3311.345,3.58,27.0,42.0,42.0,42.0,42.0,42.0,42.0,29.0,42.0,30.66,0.0,0.7545209917156489,0.24547900828435112,Not Defective
994.0369999999999,3.58,36.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,27.0,45.86,0.0,0.7558063007430648,0.24419369925693524,Not Defective
3184.882,0.61,36.0,41.0,41.0,29.0,41.0,40.0,41.0,41.0,29.0,44.35,0.0,0.7542729760541407,0.24572702394585938,Not Defective
841.6210000000001,0.61,23.0,40.0,40.0,39.0,40.0,40.0,40.0,40.0,27.0,84.65,0.0,0.755807699924008,0.24419230007599205,Not Defective
735.427,3.58,35.0,41.0,41.0,41.0,41.0,40.0,40.0,39.0,27.0,37.75,0.0,0.7560909657427791,0.2439090342572209,Not Defective
103.33200000000001,0.61,36.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,38.59,0.0,0.7564532415374391,0.2435467584625609,Not Defective
2427.098,0.61,35.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,41.0,95.84,0.0,0.7545196079574934,0.24548039204250655,Not Defective
204.47799999999998,0.61,34.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,48.62,0.0,0.7564532415798285,0.2435467584201715,Not Defective
2577.254,0.61,34.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,36.23,0.0,0.7545209701749522,0.24547902982504782,Not Defective
312.319,0.61,34.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,93.07,0.0,0.7564532397552278,0.24354676024477218,Not Defective
2691.304,0.61,24.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,29.0,27.64,0.0,0.7545209471866318,0.24547905281336824,Not Defective
471.727,3.58,32.0,41.0,41.0,41.0,41.0,40.0,40.0,40.0,41.0,80.33,0.0,0.7564532415386648,0.24354675846133525,Not Defective
2951.04,0.61,30.0,41.0,41.0,29.0,41.0,42.0,42.0,42.0,42.0,83.59,0.0,0.7545181836423551,0.24548181635764482,Not Defective
1151.488,3.55,27.0,38.0,28.0,38.0,27.0,40.0,40.0,40.0,40.0,88.41,0.0,0.7549887721885605,0.24501122781143947,Not Defective
2268.757,0.61,37.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,41.0,86.44,0.0,0.7545207338611061,0.24547926613889395,Not Defective
5.965,0.61,35.0,40.0,40.0,40.0,40.0,41.0,40.0,41.0,40.0,38.27,0.0,0.7564532410060532,0.2435467589939469,Not Defective
2588.382,3.58,28.0,41.0,41.0,41.0,41.0,40.0,40.0,39.0,40.0,87.95,0.0,0.7545208418005385,0.24547915819946153,Not Defective
2170.2929999999997,0.61,30.0,41.0,41.0,41.0,41.0,41.0,42.0,41.0,41.0,31.89,0.0,0.754520988609083,0.245479011390917,Not Defective
1973.854,0.61,34.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,36.44,0.0,0.7545209799360276,0.2454790200639724,Not Defective
2432.3379999999997,3.58,34.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,94.81,0.0,0.7545204547353914,0.24547954526460863,Not Defective
2277.502,3.58,33.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,92.67,0.0,0.7545207757453912,0.24547922425460877,Not Defective
1865.219,0.61,34.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.74,0.0,0.7545209877958056,0.24547901220419446,Not Defective
2070.771,3.58,37.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,40.881,0.0,0.754520979797219,0.24547902020278098,Not Defective
1558.144,0.61,41.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,97.03,0.0,0.7545197052466044,0.24548029475339556,Not Defective
2171.131,0.61,31.0,41.0,40.0,28.0,40.0,41.0,42.0,42.0,41.0,34.04,0.0,0.7545203741453346,0.24547962585466548,Not Defective
1460.2220000000002,0.61,24.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,27.31,0.0,0.7545240288196402,0.24547597118035983,Not Defective
1711.989,3.58,32.0,40.0,40.0,30.0,40.0,41.0,41.0,41.0,41.0,67.37,0.0,0.7545208394326753,0.24547916056732466,Not Defective
1990.858,0.61,120.0,40.0,40.0,29.0,40.0,41.0,42.0,42.0,41.0,120.301,1.0,0.09390318790390051,0.9060968120960995,Defective
1368.004,3.58,27.0,41.0,40.0,41.0,40.0,41.0,41.0,41.0,41.0,30.840999999999998,0.0,0.7545501284783662,0.24544987152163372,Not Defective
1680.636,3.59,38.0,40.0,40.0,29.0,40.0,41.0,42.0,42.0,41.0,99.37,0.0,0.7545167973259975,0.24548320267400245,Not Defective
1165.7,3.58,34.0,41.0,40.0,41.0,40.0,29.0,41.0,41.0,41.0,37.33,0.0,0.7552079679280834,0.24479203207191663,Not Defective
1071.643,0.61,35.0,41.0,40.0,41.0,40.0,40.0,40.0,40.0,41.0,38.96,0.0,0.7558060196372959,0.2441939803627041,Not Defective
1526.2779999999998,0.61,35.0,40.0,39.0,29.0,39.0,41.0,42.0,42.0,41.0,89.86,0.0,0.7545196488434194,0.24548035115658065,Not Defective
1410.942,3.58,39.0,40.0,39.0,29.0,39.0,41.0,42.0,42.0,41.0,44.09,0.0,0.7545200911401317,0.2454799088598682,Not Defective
892.182,3.58,35.0,41.0,40.0,41.0,40.0,40.0,41.0,41.0,41.0,87.48,0.0,0.7558079944152688,0.24419200558473117,Not Defective
1309.9080000000001,0.61,22.0,38.0,28.0,38.0,27.0,41.0,42.0,42.0,41.0,36.21,0.0,0.7549421287496778,0.24505787125032216,Not Defective
785.018,0.61,33.0,41.0,40.0,41.0,40.0,42.0,42.0,42.0,42.0,35.29,0.0,0.7563045260787102,0.24369547392128973,Not Defective
641.49,3.58,25.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,75.641,0.0,0.7564532414846292,0.24354675851537078,Not Defective
512.696,3.58,33.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,33.6,0.0,0.7564532415799589,0.24354675842004117,Not Defective
970.232,3.58,28.0,38.0,28.0,38.0,27.0,38.0,38.0,38.0,38.0,89.81,0.0,0.7557925475421022,0.24420745245789777,Not Defective
371.01599999999996,0.61,29.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,69.17,0.0,0.7564532415731587,0.24354675842684123,Not Defective
816.703,3.58,39.0,39.0,38.0,28.0,38.0,38.0,39.0,38.0,39.0,98.33,0.0,0.7557982522672269,0.2442017477327732,Not Defective
257.465,3.58,28.0,40.0,40.0,40.0,40.0,41.0,42.0,41.0,41.0,30.36,0.0,0.7564532415846669,0.24354675841533316,Not Defective
697.095,3.59,34.0,41.0,40.0,40.0,41.0,40.0,41.0,41.0,40.0,36.62,0.0,0.7564532310773633,0.2435467689226367,Not Defective
152.343,3.58,36.0,40.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,39.59,0.0,0.7564532415482225,0.24354675845177753,Not Defective
523.818,3.58,23.0,40.0,40.0,40.0,40.0,40.0,41.0,41.0,40.0,84.17,0.0,0.7564532415212433,0.24354675847875676,Not Defective
417.884,3.58,35.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,38.12,0.0,0.7564532415357615,0.24354675846423848,Not Defective
503.31,0.61,41.0,42.0,42.0,42.0,42.0,43.0,42.0,42.0,42.0,83.85,0.0,0.756453241276036,0.243546758723964,Not Defective
2322.754,0.61,120.0,38.0,38.0,29.0,38.0,36.0,37.0,36.0,28.0,120.99,1.0,0.0938996391519048,0.9061003608480952,Defective
2538.895,0.61,47.0,36.0,35.0,27.0,36.0,36.0,37.0,36.0,28.0,102.64,0.0,0.7255639672475247,0.27443603275247525,Not Defective
2036.144,0.61,36.0,40.0,40.0,40.0,39.0,30.0,39.0,39.0,39.0,94.181,0.0,0.754515593986544,0.24548440601345597,Not Defective
2713.735,0.61,120.0,36.0,35.0,27.0,36.0,36.0,37.0,36.0,28.0,120.98100000000001,1.0,0.09389961689178461,0.9061003831082154,Defective
2190.9829999999997,3.55,46.0,40.0,40.0,40.0,39.0,38.0,29.0,38.0,38.0,102.41,0.0,0.7544022441308792,0.2455977558691208,Not Defective
2880.301,3.55,40.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,98.66,0.0,0.740379141273229,0.25962085872677093,Not Defective
3011.6020000000003,3.55,49.0,37.0,29.0,37.0,37.0,38.0,39.0,29.0,30.0,51.26,0.0,0.7533042635281533,0.24669573647184678,Not Defective
3563.066,0.61,120.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,121.04,1.0,0.0938996143999905,0.9061003856000095,Defective
3123.952,0.61,56.0,37.0,29.0,37.0,37.0,38.0,39.0,29.0,30.0,98.95,0.0,0.6254866275470703,0.37451337245292965,Retest
3375.993,0.61,120.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,121.19,1.0,0.09389961520559587,0.9061003847944041,Defective
2908.176,0.61,34.0,37.0,29.0,37.0,37.0,38.0,39.0,29.0,30.0,36.16,0.0,0.7544972573130636,0.24550274268693636,Not Defective
2756.5159999999996,3.55,32.0,41.0,41.0,35.0,41.0,38.0,39.0,29.0,30.0,91.90100000000001,0.0,0.753328385952381,0.24667161404761892,Not Defective
2518.149,0.61,34.0,40.0,40.0,40.0,39.0,39.0,39.0,39.0,30.0,63.18,0.0,0.7545203906730071,0.24547960932699292,Not Defective
3146.048,3.55,27.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,58.18,0.0,0.7544434145533048,0.2455565854466952,Not Defective
2642.927,3.58,27.0,40.0,40.0,40.0,39.0,38.0,39.0,29.0,30.0,45.85,0.0,0.754520974245671,0.24547902575432898,Not Defective
3266.587,0.61,24.0,37.0,37.0,26.0,37.0,36.0,37.0,36.0,28.0,27.55,0.0,0.7544844352785824,0.24551556472141753,Not Defective
171.165,0.61,24.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,24.96,0.0,0.7564532415826062,0.24354675841739387,Not Defective
888.942,3.55,27.0,30.0,33.0,33.0,30.0,40.0,29.0,40.0,40.0,27.8,0.0,0.7558073222620826,0.24419267773791745,Not Defective
5626.51,3.58,34.0,42.0,42.0,42.0,42.0,40.0,41.0,41.0,40.0,37.701,0.0,0.7545093916456185,0.2454906083543815,Not Defective
